user,logins,web_visits,usb_usage,activity_score,web_log_ratio,usb_log_ratio,login_zscore,web_zscore,login_score,web_score,usb_score,behavior_score,risk_score,risk_level,alert,reason
DTAA/DBA0367,345,1818,0.0,2163.0,5.254335260115607,0.0,-0.4588409974104323,-0.42230195776717316,1.0,0.9825567422300125,1.0,0.9951150612601216,0.7014335069798548,Medium Risk,⚠️ WARNING: Suspicious Behavior,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DBB0235,648,2421,247.0,3316.0,3.7303543913713404,0.38058551617873654,0.6456405378609913,-0.2664266219219384,0.7184068101133461,0.844929796992616,0.44845557602250957,0.5347943410369937,0.24690305459450768,Low Risk,✅ Normal,Excessive web usage
DTAA/DBF0903,740,1963,172.0,2875.0,2.6491228070175437,0.2321187584345479,0.9809946673823475,-0.38481949724054126,0.6405276277393552,0.9580653618755979,0.4217571764333539,0.6168013550261934,0.3560170491282427,Low Risk,✅ Normal,Excessive web usage
DTAA/DBG0686,345,2209,0.0,2554.0,6.384393063583815,0.0,-0.4588409974104323,-0.32122856420915197,1.0,0.906313619847481,1.0,0.9899999846023028,0.6574175682505446,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DBM0698,616,1771,0.0,2387.0,2.8703403565640193,0.0,0.5289956232448673,-0.43445144497235727,0.7494274210309961,0.9677028464395143,1.0,0.9324410688756553,0.6343362701986189,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/DCB0462,640,3162,0.0,3802.0,4.932917316692667,0.0,0.6164793092069603,-0.07487832364446088,0.7601373703017131,0.7162100270152689,1.0,0.7343891186922542,0.4296977782402981,Low Risk,✅ Normal,Suspicious USB activity
DTAA/DCC0600,413,2281,74.0,2768.0,5.509661835748792,0.178743961352657,-0.21097055385116895,-0.30261658380972095,0.617352768522645,0.9165135456881024,0.37992029047337106,0.7030791893182349,0.24667433266595862,Low Risk,✅ Normal,Excessive web usage
DTAA/DCF0307,345,2583,0.0,2928.0,7.465317919075145,0.0,-0.4588409974104323,-0.22454966602321863,1.0,0.8093895667400675,1.0,0.945719499482807,0.5910658467104585,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DCM0725,345,2223,0.0,2568.0,6.42485549132948,0.0,-0.4588409974104323,-0.3176095680203737,1.0,0.8933595109434207,1.0,0.9788399538248322,0.6477303816262635,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DDD0915,644,2761,0.0,3405.0,4.2806201550387595,0.0,0.6310599235339758,-0.17853671448018085,0.7423044592716648,0.7653866401756411,1.0,0.8033363699929514,0.4865574477140028,Low Risk,✅ Normal,Suspicious USB activity
DTAA/DDJ0535,345,2559,0.0,2904.0,7.395953757225434,0.0,-0.4588409974104323,-0.23075365948969565,1.0,0.8131874161785763,1.0,0.9516968064260892,0.5955968383188165,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DDK0417,775,2379,219.0,3373.0,3.0657216494845363,0.2822164948453608,1.108575042743733,-0.27728361048827316,0.3774268675747621,0.8643726178004539,0.4330662940126252,0.4756086690197765,0.22198666446464388,Low Risk,✅ Normal,Excessive web usage
DTAA/DDW0643,625,2419,0.0,3044.0,3.864217252396166,0.0,0.5618020054806522,-0.2669436213774782,0.8253954562754607,0.8530848742043102,1.0,0.8736651144459219,0.5653525478189446,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DEP0563,345,2276,0.0,2621.0,6.578034682080925,0.0,-0.4588409974104323,-0.30390908244857034,1.0,0.8758212057159777,1.0,0.9713558385087125,0.6364100325947756,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DFW0798,609,2221,239.0,3069.0,3.640983606557377,0.3918032786885246,0.5034795481725902,-0.31812656747591345,0.693783169735551,0.9090657072370465,0.46026148887837726,0.5550001566043369,0.2666881467532263,Low Risk,✅ Normal,Excessive web usage
DTAA/DFZ0063,673,1685,32.0,2390.0,2.5,0.04747774480712166,0.736769377404838,-0.45668242156056654,0.7311336145790877,0.9448776640257748,0.4002094418512479,0.7939848942229459,0.4072404483664286,Low Risk,✅ Normal,Excessive web usage
DTAA/DGM0240,742,2062,0.0,2804.0,2.775235531628533,0.0,0.9882849745458553,-0.3592280241913236,0.6294945384391011,0.9419434979106656,1.0,0.8538050483500558,0.6204332610973876,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/DIS0382,703,1930,326.0,2959.0,2.741477272727273,0.4630681818181818,0.8461239848574542,-0.3933499882569471,0.6807891347256885,0.9685912907952163,0.31294028859998485,0.4898487978496061,0.2683710636818105,Low Risk,✅ Normal,Excessive web usage
DTAA/DJC0162,345,2768,0.0,3113.0,8.0,0.0,-0.4588409974104323,-0.17672721638579172,1.0,0.7202508668425831,1.0,0.888505223818363,0.528974971470186,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/DJW0368,673,2364,0.0,3037.0,3.507418397626113,0.0,0.736769377404838,-0.2811611064048213,0.7311336145790877,0.866226986731081,1.0,0.8569496494774318,0.5700802604431826,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/DKB0409,345,2120,0.0,2465.0,6.127167630057803,0.0,-0.4588409974104323,-0.34423503998067084,1.0,0.9128723934459382,1.0,0.9885573741528279,0.6623088897839521,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DKR0696,345,2113,0.0,2458.0,6.106936416184971,0.0,-0.4588409974104323,-0.34604453807505997,1.0,0.9107087850254498,1.0,0.9885573741528279,0.6617118907709995,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DLM0723,461,1961,0.0,2422.0,4.244588744588745,0.0,-0.03600318192698304,-0.385336496696081,0.5002082518842502,0.9582565621371926,1.0,0.9346970566995906,0.5147781292672214,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/DME0620,345,2465,0.0,2810.0,7.124277456647399,0.0,-0.4588409974104323,-0.2550526339000639,1.0,0.8221246260691203,1.0,0.9617369763571813,0.6059560576328654,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DMR0377,748,2434,0.0,3182.0,3.2496662216288383,0.0,1.0101558960363786,-0.26306612546093006,0.5860413652958743,0.8409400114098379,1.0,0.7924389596259098,0.5405270064444542,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/DNH0619,345,1947,0.0,2292.0,5.627167630057803,0.0,-0.4588409974104323,-0.38895549288485926,1.0,0.959519148999395,1.0,0.9982499849080461,0.6895664814707537,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DNM0143,345,2389,0.0,2734.0,6.904624277456647,0.0,-0.4588409974104323,-0.2746986132105744,1.0,0.8439407114792883,1.0,0.9700403170185705,0.6199846505551804,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DNS0937,718,2312,0.0,3030.0,3.21557719054242,0.0,0.9008012885837624,-0.29460309224885484,0.681539770770453,0.8845773731978088,1.0,0.8327988693911386,0.5810070848290135,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/DOC0003,345,1975,0.0,2320.0,5.708092485549133,0.0,-0.4588409974104323,-0.38171750050730274,1.0,0.9582382123176236,1.0,0.9961999874284851,0.6873690773676872,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DOO0986,345,2209,0.0,2554.0,6.384393063583815,0.0,-0.4588409974104323,-0.32122856420915197,1.0,0.906313619847481,1.0,0.9899999846023028,0.6574175682505446,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DRD0916,345,2204,0.0,2549.0,6.369942196531792,0.0,-0.4588409974104323,-0.3225210628480013,1.0,0.9076790647081294,1.0,0.9899999846023028,0.6581047939023649,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DRH0790,345,2421,0.0,2766.0,6.997109826589595,0.0,-0.4588409974104323,-0.2664266219219384,1.0,0.83494998409928,1.0,0.9694182863624177,0.6152520627607846,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DRM0312,626,1799,0.0,2425.0,2.869218500797448,0.0,0.5654471590624061,-0.4272134525948008,0.8435018507363656,0.9649357340678493,1.0,0.9283402360352847,0.6534298939484376,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DRN0845,736,2178,0.0,2914.0,2.955223880597015,0.0,0.9664140530553321,-0.3292420557700181,0.6292452981589004,0.9154755066387967,1.0,0.8442833447194468,0.6000033402692994,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/DRO0126,626,2153,0.0,2779.0,3.4338118022328548,0.0,0.5654471590624061,-0.335704548964265,0.8435018507363656,0.9287170417657187,1.0,0.9189676518372971,0.6243175158793101,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DRO0516,345,1889,0.0,2234.0,5.459537572254336,0.0,-0.4588409974104323,-0.403948477095512,1.0,0.971420311045986,1.0,0.997306798528643,0.6956708398560741,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DRP0428,703,1918,0.0,2621.0,2.7244318181818183,0.0,0.8461239848574542,-0.39645198499018564,0.6807891347256885,0.9620988152582732,1.0,0.8953576405223809,0.6404715135494071,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/DSB0887,356,2283,0.0,2639.0,6.394957983193278,0.0,-0.4187443080111397,-0.3020995843541812,0.7848080344598751,0.8950180340003739,1.0,0.9563650504466622,0.5915105786537788,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/DSH0627,364,2491,9.0,2864.0,6.824657534246575,0.024657534246575342,-0.38958307935710873,-0.24833164097804714,0.7299876701362153,0.8383906268505011,0.37986664341584847,0.809538490666717,0.29489957580339676,Low Risk,✅ Normal,Excessive web usage
DTAA/DSM0990,2493,1299,0.0,3792.0,0.5208500400962309,0.0,7.370948896196888,-0.5564633164797383,0.031009106924657304,0.5674310232692995,1.0,0.23765283894471936,0.9660559755229688,High Risk,🚨 CRITICAL: Insider Threat Suspected,"Suspicious USB activity, Login deviation from normal"
DTAA/DSS0112,626,1754,0.0,2380.0,2.7974481658692185,0.0,0.5654471590624061,-0.4388459403444452,0.8435018507363656,0.9715812287347836,1.0,0.9255067470292707,0.6563717679222095,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DST0527,345,1727,0.0,2072.0,4.991329479768786,0.0,-0.4588409974104323,-0.44582543299423183,1.0,0.9921608701074569,1.0,0.9974348053158131,0.708995275160614,High Risk,🚨 CRITICAL: Insider Threat Suspected,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DST0857,345,2403,0.0,2748.0,6.945086705202312,0.0,-0.4588409974104323,-0.27107961702179617,1.0,0.8315366582699895,1.0,0.9700403170185705,0.6147775460631691,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DTD0380,627,2162,0.0,2789.0,3.4426751592356686,0.0,0.5690923126441599,-0.3333780514143361,0.8478046436730888,0.9290270959905713,1.0,0.9127773338574375,0.6230590791777094,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DWB0426,345,1754,0.0,2099.0,5.069364161849711,0.0,-0.4588409974104323,-0.4388459403444452,1.0,0.9966753789521672,1.0,0.9943917227428718,0.7086681392710382,High Risk,🚨 CRITICAL: Insider Threat Suspected,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/DWF0128,275,390,0.0,665.0,1.4130434782608696,0.0,-0.7140017481332035,-0.791439569022555,0.47065194742156524,0.6031245916760107,1.0,0.6798676918036153,0.4140163266097464,Low Risk,✅ Normal,Suspicious USB activity
DTAA/DXM0213,345,2169,0.0,2514.0,6.26878612716763,0.0,-0.4588409974104323,-0.33156855331994695,1.0,0.9076269026397106,1.0,0.9857758359116404,0.6576225552241591,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EAM0745,345,2135,0.0,2480.0,6.170520231213873,0.0,-0.4588409974104323,-0.3403575440641227,1.0,0.9071351770053511,1.0,0.9896627575936289,0.6600423401403751,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EAR0695,345,1779,0.0,2124.0,5.141618497109826,0.0,-0.4588409974104323,-0.4323834471501983,1.0,0.991557972954489,1.0,0.994665821329707,0.7059910242474586,Medium Risk,⚠️ WARNING: Suspicious Behavior,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EBP0037,362,2309,247.0,2918.0,6.360881542699724,0.6804407713498623,-0.3968733865206165,-0.29537859143216444,0.7379596808635588,0.8891937456158219,0.14469215836378815,0.37959459492128017,0.08332300805165171,Low Risk,✅ Normal,Excessive web usage
DTAA/EBS0287,627,1503,0.0,2130.0,2.393312101910828,0.0,0.5690923126441599,-0.5037293720146838,0.8478046436730888,0.9115388691047861,1.0,0.8995373182490692,0.6330274871252294,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/ECB0185,383,2110,0.0,2493.0,5.494791666666667,0.0,-0.32032516130378513,-0.3468200372583696,0.65314119574218,0.9550571494302404,1.0,0.9560877668827391,0.5823396190335638,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/ECB0494,345,1891,0.0,2236.0,5.465317919075145,0.0,-0.4588409974104323,-0.4034314776399723,1.0,0.9746685453685477,1.0,0.997306798528643,0.696847627910392,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/ECD0029,334,2129,0.0,2463.0,6.3552238805970145,0.0,-0.49893768680972495,-0.341908542430742,0.7197040908963152,0.8887236234016038,1.0,0.9587600904905292,0.5928685334072475,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/ECG0753,345,1771,0.0,2116.0,5.118497109826589,0.0,-0.4588409974104323,-0.43445144497235727,1.0,0.9912971293082826,1.0,0.994665821329707,0.7061549569172484,Medium Risk,⚠️ WARNING: Suspicious Behavior,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/ECM0214,713,1797,75.0,2585.0,2.5168067226890756,0.10504201680672269,0.882575520674993,-0.42773045205034055,0.6806089685167348,0.9335455015572971,0.4288198028069188,0.7441373698017674,0.3981928721623903,Low Risk,✅ Normal,Excessive web usage
DTAA/ECT0491,345,1591,0.0,1936.0,4.598265895953757,0.0,-0.4588409974104323,-0.4809813959709348,1.0,0.9744742702445932,1.0,0.9869326267236325,0.7026940826797811,Medium Risk,⚠️ WARNING: Suspicious Behavior,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EDC0357,345,1860,0.0,2205.0,5.375722543352601,0.0,-0.4588409974104323,-0.4114449692008384,1.0,0.9779173579360312,1.0,1.0,0.7001428849069632,Medium Risk,⚠️ WARNING: Suspicious Behavior,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EDG0766,345,2020,0.0,2365.0,5.838150289017341,0.0,-0.4588409974104323,-0.37008501275765837,1.0,0.9492041010286081,1.0,0.9871339513018655,0.6789608006708933,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EDH0146,717,2624,206.0,3547.0,3.6545961002785514,0.28690807799442897,0.8971561350020085,-0.21395117718465376,0.6953777594178688,0.7512985837897677,0.4601786711796553,0.4884126138403074,0.21805188215521665,Low Risk,✅ Normal,Normal behavior
DTAA/EDR0642,345,1855,0.0,2200.0,5.361271676300578,0.0,-0.4588409974104323,-0.4127374678396878,1.0,0.9830530784110769,1.0,1.0,0.702272554596567,Medium Risk,⚠️ WARNING: Suspicious Behavior,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EDW0137,345,2688,0.0,3033.0,7.76878612716763,0.0,-0.4588409974104323,-0.19740719460738174,1.0,0.7603473071470277,1.0,0.9143795644468801,0.5568515533091961,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/EEB0134,630,2095,0.0,2725.0,3.3201267828843104,0.0,0.5800277733894216,-0.35069753317491775,0.8177038122821703,0.9432707493538892,1.0,0.9177172790685127,0.6282436540254009,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EEK0031,345,1510,0.0,1855.0,4.364161849710983,0.0,-0.4588409974104323,-0.5019198739202947,1.0,0.9463782786471884,1.0,0.9758202318091029,0.6903638499460597,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EFS0114,345,2650,0.0,2995.0,7.658959537572255,0.0,-0.4588409974104323,-0.20723018426263698,1.0,0.7835919197064521,1.0,0.9289786875632897,0.5725826336278416,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/EGG0294,345,2356,0.0,2701.0,6.809248554913295,0.0,-0.4588409974104323,-0.2832291042269803,1.0,0.846072192836528,1.0,0.9694428726646509,0.6216594214411754,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EGM0401,643,2471,65.0,3179.0,3.8369565217391304,0.10093167701863354,0.6274147699522219,-0.2535016355334447,0.7454562580963731,0.8260200210291877,0.45052896050452484,0.7042989482620532,0.3063808862423445,Low Risk,✅ Normal,Excessive web usage
DTAA/EJB0888,345,1772,0.0,2117.0,5.121387283236994,0.0,-0.4588409974104323,-0.4341929452445874,1.0,0.9908322960267693,1.0,0.994665821329707,0.7059441536390626,Medium Risk,⚠️ WARNING: Suspicious Behavior,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EJS0513,624,1883,0.0,2507.0,3.0128,0.0,0.5581568518988983,-0.4054994754621313,0.8177373727222885,0.9604814453021877,1.0,0.9318373697954793,0.6444363241145922,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EKB0587,345,2388,0.0,2733.0,6.901734104046243,0.0,-0.4588409974104323,-0.2749571129383443,1.0,0.8439407114792883,1.0,0.9700403170185705,0.6200176164378924,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/ELA0741,624,2186,98.0,2908.0,3.4976,0.1568,0.5581568518988983,-0.3271740579478591,0.8177373727222885,0.9094832373460604,0.44710976576617306,0.7310469839860385,0.3618454933833867,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage"
DTAA/ELD1000,2450,1640,0.0,4090.0,0.6691146470828233,0.0,7.214207292181471,-0.46831490931021097,0.06358768682005617,0.6479761580963157,1.0,0.26175161971993816,0.9810927194991615,High Risk,🚨 CRITICAL: Insider Threat Suspected,"Suspicious USB activity, Login deviation from normal"
DTAA/EML0060,345,2342,0.0,2687.0,6.76878612716763,0.0,-0.4588409974104323,-0.28684810041575853,1.0,0.8430734774187324,1.0,0.9702600796241673,0.6212863353538102,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EMM0782,345,1784,0.0,2129.0,5.15606936416185,0.0,-0.4588409974104323,-0.43109094851134894,1.0,0.9947489376792413,1.0,0.994665821329707,0.7070470042687355,Medium Risk,⚠️ WARNING: Suspicious Behavior,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EMR0242,417,2196,38.0,2651.0,5.253588516746412,0.09090909090909091,-0.19638993952415346,-0.32458906067016036,0.5983177899210341,0.9429445175781184,0.43426257305277055,0.7878485184715591,0.3038445031051916,Low Risk,✅ Normal,Excessive web usage
DTAA/EMZ0196,656,2319,168.0,3143.0,3.529680365296804,0.2557077625570776,0.6748017665150222,-0.2927935941544657,0.7172040018019663,0.8740849547794194,0.4567865864174482,0.6104054983590428,0.29649226986652666,Low Risk,✅ Normal,Excessive web usage
DTAA/ENB0293,345,1767,0.0,2112.0,5.106936416184971,0.0,-0.4588409974104323,-0.4354854438834368,1.0,0.9945526670792018,1.0,0.994665821329707,0.7075323344443435,Medium Risk,⚠️ WARNING: Suspicious Behavior,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/END0616,345,2175,0.0,2520.0,6.286127167630058,0.0,-0.4588409974104323,-0.3300175549533277,1.0,0.9009818590890277,1.0,0.9856638947397331,0.6548396512187852,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/ENP0794,345,2540,0.0,2885.0,7.341040462427745,0.0,-0.4588409974104323,-0.23566515431732327,1.0,0.8139077821506495,1.0,0.9516968064260892,0.5964987899954236,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/EOS0972,762,1836,28.0,2626.0,2.406290956749672,0.03669724770642202,1.0611880461809329,-0.4176489626673154,0.4492636915193327,0.9148760334839949,0.3597867635668496,0.7591468164979194,0.3520215170607749,Low Risk,✅ Normal,Excessive web usage
DTAA/ERP0254,384,1927,105.0,2416.0,5.005194805194805,0.2727272727272727,-0.31668000772203125,-0.39412548744025677,0.6521432261652544,0.9945845603031211,0.40381182513877334,0.6839671516860268,0.3086540592352467,Low Risk,✅ Normal,Excessive web usage
DTAA/ESB0080,615,2291,212.0,3118.0,3.719155844155844,0.34415584415584416,0.5253504696631134,-0.30003158653202217,0.7362444288791092,0.8917628486559968,0.4655966849778405,0.5719896184732272,0.27687322893259514,Low Risk,✅ Normal,Excessive web usage
DTAA/EWR0504,627,1758,34.0,2419.0,2.799363057324841,0.054140127388535034,0.5690923126441599,-0.43781194143336566,0.8478046436730888,0.9715812287347836,0.4122015041467242,0.8161010832898191,0.428269568521494,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage"
DTAA/FAF0578,345,2604,0.0,2949.0,7.526011560693641,0.0,-0.4588409974104323,-0.21912117174005125,1.0,0.8105941441149532,1.0,0.9431333652722356,0.5898450027645813,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/FCG0115,345,2084,0.0,2429.0,6.023121387283237,0.0,-0.4588409974104323,-0.35354103018038635,1.0,0.9218050647952272,1.0,0.9893423046357303,0.6672134525821892,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/FCT0552,345,2103,0.0,2448.0,6.078034682080925,0.0,-0.4588409974104323,-0.3486295353527587,1.0,0.9218242957768554,1.0,0.9894460511201473,0.6666341499208085,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/FDP0500,716,2330,245.0,3291.0,3.2496513249651326,0.3417015341701534,0.8935109814202546,-0.28995009714899705,0.6980415385417627,0.8787072794348662,0.43086076544273016,0.5186540970928397,0.27875574429668715,Low Risk,✅ Normal,Excessive web usage
DTAA/FES0933,345,1756,0.0,2101.0,5.07514450867052,0.0,-0.4588409974104323,-0.4383289408889054,1.0,0.9967754320351248,1.0,0.9951620655755554,0.7089352063437447,High Risk,🚨 CRITICAL: Insider Threat Suspected,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/FFP0721,628,1911,133.0,2672.0,3.0381558028616853,0.21144674085850557,0.5727374662259138,-0.39826148308457476,0.8480608117503794,0.9640862010726217,0.47246945419781305,0.7110864945315958,0.39990994917585543,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage"
DTAA/FGM0119,345,1918,0.0,2263.0,5.543352601156069,0.0,-0.4588409974104323,-0.39645198499018564,1.0,0.9745969327569859,1.0,0.9983357025554809,0.6963237926719587,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/FHM0931,360,2255,36.0,2651.0,6.246537396121884,0.0997229916897507,-0.40416369368412425,-0.3093375767317377,0.7489189652669546,0.903000975045612,0.41732907938597896,0.7753737003194684,0.3317520609188743,Low Risk,✅ Normal,Excessive web usage
DTAA/FIM0668,345,2033,0.0,2378.0,5.875722543352601,0.0,-0.4588409974104323,-0.36672451629665,1.0,0.9437291214130639,1.0,0.989051725988336,0.6771713174184201,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/FJC0138,345,2074,0.0,2419.0,5.994219653179191,0.0,-0.4588409974104323,-0.3561260274580851,1.0,0.923291289445167,1.0,0.9863305619713896,0.6669594738746968,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/FKR0550,746,2091,155.0,2992.0,2.7991967871485945,0.2074966532797858,1.0028655888728708,-0.3517315320859972,0.6074730990030626,0.9369181573334078,0.42251065405652855,0.6089804137490324,0.33742100951750686,Low Risk,✅ Normal,Excessive web usage
DTAA/FLC0811,345,1985,0.0,2330.0,5.736994219653179,0.0,-0.4588409974104323,-0.379132503229604,1.0,0.9549207789077223,1.0,0.9923575699666517,0.6843001800186096,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/FMF0197,345,2560,0.0,2905.0,7.398843930635838,0.0,-0.4588409974104323,-0.23049515976192575,1.0,0.8131874161785763,1.0,0.9516968064260892,0.5955638724361042,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/FNO0471,345,2283,0.0,2628.0,6.598265895953757,0.0,-0.4588409974104323,-0.3020995843541812,1.0,0.8696389018922253,1.0,0.9679531418944056,0.632512211458362,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/FTB0295,127,391,0.0,518.0,3.0546875,0.0,-1.2534844782327768,-0.791181069294785,0.36560260721018684,0.6396560258513884,1.0,0.6319988575149676,0.4583498130821594,Low Risk,✅ Normal,Suspicious USB activity
DTAA/FUA0154,677,2043,69.0,2789.0,3.0132743362831858,0.10176991150442478,0.7513499917318536,-0.36413951901895125,0.7261915062061319,0.9557123617654117,0.45740566904368823,0.762643185806227,0.4067423359270522,Low Risk,✅ Normal,Excessive web usage
DTAA/GBR0420,630,1734,0.0,2364.0,2.7480190174326466,0.0,0.5800277733894216,-0.4440159348998427,0.8177038122821703,0.9761344399228091,1.0,0.9255341779516548,0.6557080470017987,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/GCH0545,345,2629,0.0,2974.0,7.598265895953757,0.0,-0.4588409974104323,-0.21265867854580436,1.0,0.7910670599457328,1.0,0.9418091291896689,0.5810434912669092,Low Risk,✅ Normal,"Abnormal login frequency, Suspicious USB activity"
DTAA/GDG0184,669,2023,0.0,2692.0,3.0194029850746267,0.0,0.7221887630778225,-0.36930951357434877,0.7215983020099734,0.9643379513429002,1.0,0.9126409693993057,0.6364803359985837,Low Risk,✅ Normal,"Excessive web usage, Suspicious USB activity"
DTAA/GDJ0631,625,2075,0.0,2700.0,3.3146964856230032,0.0,0.5618020054806522,-0.3558675277303152,0.8253954562754607,0.9422934267877034,1.0,0.9220317442868373,0.6293267623897455,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
DTAA/GEC0077,345,2040,0.0,2385.0,5.895953757225434,0.0,-0.4588409974104323,-0.36491501820226085,1.0,0.9446295012220733,1.0,0.9905321711599366,0.6778514198339084,Low Risk,✅ Normal,"Abnormal login frequency, Excessive web usage, Suspicious USB activity"
